time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,omega_mag,label
1761072591825829120,24.79482913017273,0.5073474049568176,0.1332558989524841,0.5298677682876587,-0.2513189613819122,0.7576148509979248,-0.6023774147033691,-0.0925683975219726,0.0082390308380126,-0.0335173606872558,0.4653128632287513,-0.3399299924818967,0.288546157625862,-0.7646389851467378,-0.859651095599079,-0.3952555212867434,-2.231315589936198,0.7455993399891095,backhand
1761072591835875072,24.804875135421753,0.6868670582771301,0.2253333926200866,0.5494605898857117,-0.2461114972829818,0.7552898526191711,-0.607426106929779,-0.0750402510166168,-0.0215557217597961,-0.0686755180358886,0.4681732884127886,-0.3370415548441307,0.287558563267814,-0.7645436600672979,-0.8560962757731188,-0.3849562293097932,-2.2200570002511224,0.9080024413037174,backhand
1761072591845920000,24.81492018699646,0.7547199130058289,0.2831897735595703,0.4648863673210144,-0.2406346797943115,0.7521070241928101,-0.6135389804840088,-0.0640070736408233,-0.0200971364974975,-0.0873429775238037,0.4710045542034827,-0.3336045580274381,0.2862490116812177,-0.764803482215526,-0.8512533642409152,-0.3737708200884257,-2.208634407293844,0.9305471129702009,backhand
1761072591855966208,24.824966192245483,0.66378253698349,0.3126299083232879,0.3544951379299164,-0.2357121706008911,0.7485988140106201,-0.6197091937065125,-0.0338038057088851,-0.0554530620574951,-0.0277669429779052,0.473352956973178,-0.3301571541068995,0.2848537276645434,-0.7653701816290964,-0.845946243877436,-0.3634609505871992,-2.1988824702111094,0.8148690194125778,backhand
1761072591866012160,24.835012197494507,0.3947809040546417,0.3491010963916778,0.3545169830322265,-0.2310587614774704,0.7460933327674866,-0.6244649887084961,0.0156199485063552,-0.1426082253456115,0.0148611664772033,0.4750809505770628,-0.327130338166141,0.2841711443982392,-0.7658527809541594,-0.8421753263333378,-0.3543893728568886,-2.1911882269317853,0.6351423690530681,backhand
1761072591876058112,24.84505820274353,0.134358525276184,0.3742633461952209,0.3891410827636719,-0.2259469628334045,0.7453285455703735,-0.6272426843643188,0.0416512936353683,-0.198621392250061,0.0327450037002563,0.4764051260804101,-0.3245609485891155,0.2846732121592673,-0.7659370694472185,-0.8410274792808321,-0.3457525855132981,-2.1845884411845766,0.5563776127003294,backhand
1761072591886103040,24.855103254318237,0.0841661840677261,0.3823241889476776,0.3710534274578094,-0.2206831574440002,0.7455978989601135,-0.6287946701049805,0.0274305790662765,-0.1594467759132385,-0.0017290115356445,0.4774368329317902,-0.3223090726582275,0.2858662722820109,-0.7658011747549884,-0.8414316054952647,-0.3375317503506325,-2.178806664705796,0.5393851852092433,backhand
1761072591896149248,24.86514925956726,0.25922891497612,0.3884168565273285,0.3233054280281067,-0.2156485617160797,0.7453372478485107,-0.6308470368385315,-0.0010414570569992,-0.068472683429718,-0.0517853498458862,0.4785767056083977,-0.3199785599697882,0.2866883525483898,-0.7657595829618166,-0.8410405974079711,-0.329386658678645,-2.172811436765606,0.567973313269827,backhand
1761072591906195200,24.875195264816284,0.5418329238891602,0.4028509259223938,0.2898201644420624,-0.2108902186155319,0.7434665560722351,-0.6346517205238342,-0.0208297371864318,-0.0064823627471923,-0.0690531134605407,0.4799360520006325,-0.3171257588746836,0.2865404074922921,-0.766150889377009,-0.8382389724289568,-0.3208138270136254,-2.1662635506523342,0.734756771757859,backhand
1761072591916241152,24.885241270065308,0.8169994354248047,0.4254502952098846,0.2874793410301208,-0.2060917019844055,0.7396942973136902,-0.640608012676239,-0.0286494940519332,0.0183013081550598,-0.0830096006393432,0.4817025901790298,-0.313531302860256,0.2852965619338496,-0.7669854449222514,-0.83261597514436,-0.3112557540921675,-2.158540685635909,0.9649561662053567,backhand
1761072591926286080,24.895286083221436,0.904482901096344,0.4214044213294983,0.2853200733661651,-0.2011837512254715,0.734568178653717,-0.6480236053466797,-0.0330386459827423,0.0213674306869506,-0.0941943526268005,0.4837574438434832,-0.3093910850369096,0.283311409260731,-0.7681083480124065,-0.8250300874626944,-0.3010229432357013,-2.1500447475740905,1.0378239489226397,backhand
1761072591936332032,24.90533208847046,0.7901108860969543,0.4160961210727691,0.256555438041687,-0.1964611858129501,0.7295174598693848,-0.655139148235321,-0.0281634628772735,-0.0012612342834472,-0.0621459484100341,0.4855992643198401,-0.3053417564813265,0.2814193094675988,-0.7692613256033051,-0.8176161586885861,-0.2913439762173062,-2.142369069666693,0.9291027322581077,backhand
1761072591946377984,24.91537809371948,0.5310900211334229,0.3796784579753876,0.2659377455711365,-0.1919492334127426,0.7256078124046326,-0.6607940793037415,0.00069560110569,-0.1082525253295898,0.0330169796943664,0.4870590537470958,-0.3018125480858863,0.2802002026941214,-0.7701756113701909,-0.8119172641617003,-0.2827026078868243,-2.1359657025917125,0.7049363279882277,backhand
1761072591956423936,24.925424098968502,0.5492373108863831,0.3254794180393219,0.1193380057811737,-0.1878958195447921,0.7230426073074341,-0.6647589206695557,0.018599584698677,-0.1495410799980163,0.0086920857429504,0.4882531929851619,-0.2990465692357297,0.2796277686260235,-0.7707062646752658,-0.8081967084060354,-0.2754667458418435,-2.1306065102723086,0.649492136103855,backhand
1761072591966469120,24.935469150543213,0.290750652551651,0.3225707113742828,0.297294944524765,-0.1844114363193512,0.7207452058792114,-0.668220579624176,0.0508970469236373,-0.1212274432182312,-0.0303267836570739,0.4892296163782972,-0.2966213582774422,0.279115547712812,-0.7712098431849371,-0.8048767653474151,-0.269271416899178,-2.1261708406411084,0.5262813789558821,backhand
1761072591976515072,24.945515155792236,0.1449180543422699,0.259339302778244,0.1593335419893264,-0.1805242896080017,0.7197524309158325,-0.6703487634658813,0.0470556616783142,-0.02698814868927,-0.0022433996200561,0.4900973418465805,-0.2945468258114175,0.2794061323473923,-0.7713488345835293,-0.8034456307877389,-0.2630584125935066,-2.1218240644736315,0.33711317690461057,backhand
1761072591986561024,24.95556116104126,0.1256399601697921,0.2274391651153564,0.2471850961446762,-0.1778308898210525,0.7191867828369141,-0.6716744899749756,0.0117542147636413,-0.018411636352539,-0.0400259494781494,0.490573054562321,-0.2931227792939865,0.2797173322139116,-0.7714761504184242,-0.802631193449804,-0.258819174905366,-2.119144144992743,0.35862856157295964,backhand
1761072591996606976,24.965607166290283,0.2702345252037048,0.3356454372406006,0.4188328385353088,-0.173252984881401,0.7186039090156555,-0.6734921932220459,-0.0115767121315002,-0.1009892225265502,-0.0328370928764343,0.4919564855046081,-0.2910870172757748,0.2802182133028031,-0.7711840280420057,-0.8017926845883475,-0.2517864464323613,-2.1130994403013315,0.6009205478164727,backhand
1761072592006652160,24.97565221786499,0.7047196626663208,0.2887918949127197,0.1776252835988998,-0.1688849925994873,0.7158674597740173,-0.6775039434432983,-0.0550834983587265,-0.0354475975036621,-0.0607009530067443,0.4934897680498943,-0.2882669148291755,0.279553589792322,-0.7715048857565098,-0.7978656850281672,-0.2442964666015476,-2.1068717671410506,0.7820366378178212,backhand
1761072592016698112,24.985698223114017,0.9780208468437196,0.2450623959302902,0.2704459428787231,-0.1656606793403625,0.7103018760681152,-0.6841254830360413,-0.0328866392374038,0.0657448172569274,-0.0996421575546264,0.4952300145880099,-0.2848608958868863,0.2771128328475001,-0.772534728057391,-0.7899270218277219,-0.2375764717449023,-2.100908073285962,1.0438971993350505,backhand
1761072592026744064,24.995744228363037,0.977910816669464,0.2515895366668701,0.4101527035236358,-0.1614291369915008,0.7040075659751892,-0.6916024088859558,0.0280368328094482,0.0178704261779785,-0.0520193576812744,0.4977765178129942,-0.2809610794093603,0.2743349520465752,-0.7733173140178906,-0.7810247972474325,-0.2293076860291781,-2.092479944658172,1.089877103405304,backhand
