time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,omega_mag,label
1761072583678708992,16.647709131240845,0.0894216671586036,-0.1467468589544296,0.1769619882106781,-0.3071003556251526,0.8530870676040649,-0.4218196272850036,0.069688856601715,0.08133065700531,0.0075587630271911,0.3415013619909472,-0.3714071939458603,0.3887761386446807,-0.7708998920818243,-1.0218735762531832,-0.6292961022004117,-2.6685025075466795,0.24667067203437767,backhand
1761072583688754944,16.657755136489868,0.1112539917230606,-0.1583619713783264,0.2164832949638366,-0.3059267103672027,0.8533065319061279,-0.4222283959388733,0.0855439901351928,0.098323106765747,0.0126062035560607,0.3427897793981725,-0.3713954838368239,0.3885243895019649,-0.7704604684055395,-1.02229426444767,-0.6270149071814227,-2.6640916942151276,0.29038075289444404,backhand
1761072583698800128,16.667800188064575,0.153558000922203,-0.1791183352470398,0.2279602587223053,-0.3045975267887115,0.85345858335495,-0.4228814244270324,0.0971238017082214,0.1019246578216552,0.0235131680965423,0.3442564861713107,-0.3713270503067131,0.3881694320172124,-0.7700182372125487,-1.022585959860277,-0.6242144042532854,-2.6589280490653397,0.3280690738634695,backhand
1761072583708846080,16.6778461933136,0.1905232071876526,-0.2384815216064453,0.2673063278198242,-0.3032296895980835,0.8535411357879639,-0.4236970245838165,0.1235879957675933,0.1118823885917663,0.0434022843837738,0.3459677789286748,-0.3713134633854976,0.3876568113743077,-0.7695158754364345,-1.0227443862466394,-0.6211693057033624,-2.6529775661610517,0.40574031290631446,backhand
1761072583718892032,16.687892198562622,0.2786877453327179,-0.3032826781272888,0.3353733718395233,-0.3016971349716186,0.8535066246986389,-0.4248591065406799,0.1532291173934936,0.127999722957611,0.0453577637672424,0.3481228018942697,-0.3713395259773385,0.3868816488916866,-0.7689213448567752,-1.0226781712559696,-0.6174797068839812,-2.645504504265243,0.5311520881910431,backhand
1761072583728937984,16.697938203811646,0.3468393683433532,-0.3662714958190918,0.4012940526008606,-0.2998754382133484,0.8533339500427246,-0.4264925122261047,0.1606389880180359,0.1458725929260254,0.0515230298042297,0.3508013761966891,-0.3713482237175921,0.3858163324504921,-0.7682347580467535,-1.0223469149295106,-0.6128168752934703,-2.6361299583127757,0.6445845737645243,backhand
1761072583738984192,16.70798420906067,0.385025143623352,-0.4131562411785126,0.4744251668453216,-0.2976773381233215,0.8531367182731628,-0.4284226894378662,0.148034393787384,0.1724675297737121,0.0693223476409912,0.3539651181721418,-0.3713337369961036,0.3845775726668762,-0.7674113144942066,-1.0219687398394552,-0.6072420503360877,-2.625025733637772,0.7375782533285206,backhand
1761072583749029120,16.718029260635376,0.4037293195724487,-0.4281732738018036,0.5428526997566223,-0.2950328588485718,0.8530226945877075,-0.4304742217063904,0.1324199140071869,0.1895188093185424,0.0875329375267028,0.3575012724364217,-0.3712625822422708,0.3833105653965279,-0.7664398636370061,-1.0217501512991407,-0.6008375595677788,-2.6125608433827052,0.8006364777560664,backhand
1761072583759075072,16.7280752658844,0.4560575783252716,-0.4339973926544189,0.6060276031494141,-0.2920074462890625,0.8528212904930115,-0.4329289197921753,0.1356811821460724,0.209175169467926,0.0974644422531127,0.3613320619457454,-0.3710350610289946,0.381927374039339,-0.7654433883551998,-1.0213643708868632,-0.593401162452032,-2.5987808771548404,0.8738487897558529,backhand
1761072583769121280,16.738121271133423,0.4587500393390655,-0.4877634048461914,0.6780327558517456,-0.288538783788681,0.8526764512062073,-0.4355319738388061,0.1745556890964508,0.2440642118453979,0.130005270242691,0.3655131298039121,-0.3707314789456905,0.3805156756893881,-0.7643075507864493,-1.0210870715918094,-0.5851106000336171,-2.583673788997116,0.9529392193149869,backhand
