time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1763354779295836416,4.66283655166626,-0.1424027681350708,0.07766683399677277,-0.0034767440520226955,0.05023108050227165,-0.21919779479503632,-0.9743865728378296,-0.008376222103834152,0.044118449091911316,0.00636899471282959,0.401073991422395,0.021400594861227296,0.11112486134769983,0.9090285772174983,0.2209921920634086,0.051505895483533404,2.3048338719528605
1763354779305883392,4.6728835105896,-0.16105394065380096,0.09816332161426544,-0.022088777273893356,0.05113169550895691,-0.21773061156272888,-0.9746686220169067,-0.012084446847438812,0.03236684203147888,0.013563275337219238,0.40111037812800576,0.0206873624180749,0.11062422482457906,0.9090901350503409,0.21948869619272615,0.05241254740829063,2.3047561713896925
1763354779315929344,4.682929515838623,-0.20385152101516724,0.11589627712965012,-0.028285864740610123,0.05224945768713951,-0.21592816710472107,-0.9750102758407593,-0.016238711774349213,0.01071271300315857,0.010898947715759277,0.4011858986826444,0.019809867765603638,0.1100110609523514,0.909150774472494,0.2176423168789401,0.05353741532239246,2.3045923973733276
1763354779325975296,4.6929755210876465,-0.22333839535713196,0.10924369841814041,-0.037635158747434616,0.053435202687978745,-0.21379709243774414,-0.9754155278205872,-0.012541648000478745,-0.008019909262657166,0.016599059104919434,0.4013030567159834,0.018838359330236712,0.10925815848247561,0.9092104066717339,0.2154602834780228,0.054727283706406754,2.3043553384150366
1763354779336022272,4.703022480010986,-0.22707927227020264,0.08133423328399658,-0.03646310046315193,0.0545024499297142,-0.2115483433008194,-0.9758467078208923,-0.004804573953151703,-0.014296993613243103,0.005769193172454834,0.40144452108437856,0.01790000702161386,0.1084261945513542,0.9092665339186776,0.2131588828238574,0.05579347993262099,2.3040901296138507
1763354779346068480,4.71306848526001,-0.19447791576385498,0.035758499056100845,-0.030397750437259674,0.055152278393507004,-0.2094298154115677,-0.9762670397758484,0.009758610278367996,-0.003262430429458618,-0.004384756088256836,0.4015866214374531,0.017180459398883276,0.10756997517504649,0.9093193695317549,0.21099180110674873,0.056433038410687815,2.3038649107537674
1763354779356114432,4.723114490509033,-0.15689262747764587,0.0030228220857679844,-0.01562919281423092,0.055072903633117676,-0.20633403956890106,-0.9769304990768433,0.022121310234069824,0.020863473415374756,-0.011564314365386963,0.40173575276540324,0.016594654706255395,0.10611011764502822,0.9094359402278814,0.20782689089448808,0.056313806489873136,2.3037880415948946
1763354779366161408,4.733161449432373,-0.1168661117553711,-0.03450431302189827,-0.010644020512700081,0.05466132611036301,-0.20399072766304016,-0.9774456024169922,0.02451654151082039,0.04169824719429016,-0.010683059692382812,0.4018399026621208,0.016311651493489898,0.10493389420850985,0.909531562882648,0.20543264072539066,0.05586444114554507,2.3037887113520887
1763354779376207360,4.7432074546813965,-0.044728972017765045,-0.0677446573972702,-0.016029376536607742,0.05382474884390831,-0.20247164368629456,-0.9778078198432922,0.02188936620950699,0.048968225717544556,-0.010931193828582764,0.4019367838676341,0.016393118583862564,0.10405457863440362,0.9095882514477038,0.20388117946748824,0.054990849858585385,2.3037897118173594
1763354779386253312,4.75325345993042,-0.007185856346040964,-0.10813628882169724,-0.027772318571805954,0.05264429375529289,-0.20182915031909943,-0.9780048727989197,0.019819695502519608,0.047547534108161926,-0.017676889896392822,0.40209137070349976,0.01681991711562582,0.10351156544235335,0.9095740412754392,0.20322514903154365,0.0537763541237205,2.303635881969813
