time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw
1761860585063278336,2.352278470993042,-0.049888137727975845,-4.75393608212471e-05,-0.11175089329481125,0.1252177208662033,-0.402579128742218,-0.9067803025245667,0.009669944643974304,0.04436379671096802,-0.019550204277038574,0.3675322762981291,0.018192058622704732,0.2151252867761282,0.9046048994199967,0.4143326242982428,0.13722263131898332,2.340872809466736
1761860585073323520,2.362323522567749,-0.06822995841503143,0.01519249938428402,-0.08842631429433823,0.12569737434387207,-0.4019341766834259,-0.9070000648498535,0.00505518913269043,0.020891696214675903,-0.012814998626708984,0.3679848293192561,0.01794164225823194,0.2148908488661545,0.9044817130416731,0.4136281952871941,0.13770870578774416,2.3398673037410647
1761860585083367424,2.3723673820495605,-0.08290956914424896,0.022271182388067245,-0.07802081108093262,0.1213439404964447,-0.44865360856056213,-0.8854296207427979,0.010156318545341492,0.046309858560562134,-0.03093695640563965,0.3643409346148113,0.02877609917713904,0.23760708573427072,0.8999836580974863,0.4652582435622176,0.13619683877105357,2.3399505502928633
1761860585093412352,2.3824124336242676,-0.0966336727142334,0.02286616526544094,-0.08434395492076874,0.1165047138929367,-0.43674764037132263,-0.8920079469680786,0.019985176622867584,0.030512899160385132,-0.027669787406921387,0.3650381914050225,0.02875115217564858,0.23058491299050207,0.901527147838977,0.451980099466278,0.12987432786298786,2.3422270484562757
1761860585103456512,2.392456531524658,-0.10750416666269302,0.03533615171909332,-0.08821219205856323,0.11761092394590378,-0.42290157079696655,-0.8985109329223633,0.022068031132221222,0.021015584468841553,-0.02568340301513672,0.36640584168051554,0.025692474994605682,0.22379549531203222,0.9027746946453592,0.43664492716329234,0.1301553910045332,2.341571071508154
1761860585113500416,2.4025003910064697,-0.09663859754800797,0.041887927800416946,-0.07343839108943939,0.12131087481975555,-0.4097341001033783,-0.9041026830673218,0.019558273255825043,0.002721160650253296,-0.025722146034240723,0.36789172750752414,0.02158859815511536,0.21790501293389056,0.9037184882510131,0.4221625637507313,0.1333815527626564,2.3397709859712874
1761860585123545344,2.4125454425811768,-0.08915191888809204,0.03580952808260918,-0.05066996440291405,0.12431459128856659,-0.39616909623146057,-0.9097229838371277,0.010847754776477814,-0.012308657169342041,-0.02005600929260254,0.36922809308986443,0.01770200491183999,0.21171949785073801,0.9047275754975472,0.4073407751371827,0.13580985651516841,2.338546071464944
1761860585133589504,2.4225895404815674,-0.0754476934671402,0.04236609488725662,-0.05233372747898102,0.12638579308986664,-0.3853796124458313,-0.9140619039535522,0.012331858277320862,-0.009060084819793701,-0.012024521827697754,0.3702575506549356,0.014757462126296281,0.20676379487352997,0.9055054879571041,0.39561919027283504,0.1373971296350335,2.337708872714273
1761860585143634432,2.4326343536376953,-0.08360601961612701,0.0396435484290123,-0.03543597459793091,0.12827186286449432,-0.3803929388523102,-0.9158862233161926,0.014443591237068176,-0.0014887750148773193,-0.006309211254119873,0.37083350990622765,0.01298469299790975,0.20466629538924394,0.905773512342671,0.3902211365505497,0.13914711694440385,2.3368655356729544
1761860585153678336,2.442678451538086,-0.06214004382491112,0.03992094844579697,-0.010397111065685749,0.12906797230243683,-0.3795291483402252,-0.9161326885223389,0.015097066760063171,-0.0005825459957122803,-0.0009663105010986328,0.37093224473076564,0.012457214243518545,0.20439783094257882,0.9058011542115972,0.3892873122374463,0.13996234679189834,2.3366064227657097
1761860585163722496,2.4527225494384766,-0.01623779907822609,0.01955442503094673,0.01959168165922165,0.12971413135528564,-0.3829841911792755,-0.9146023392677307,0.014099940657615662,0.0051918625831604,-0.0018100142478942871,0.37063978859175084,0.012792851466247507,0.2062406071818812,0.905498447131841,0.39302462903639374,0.14088611962261494,2.336468194867983
1761860585173767424,2.4627673625946045,-0.009608525782823563,-0.0009043784812092781,0.013050513342022896,0.13091035187244415,-0.3866981863975525,-0.9128674864768982,0.018122240900993347,0.00980609655380249,-0.0016832947731018066,0.37036570080094067,0.012927531851208674,0.2083246172524173,0.9051315256825284,0.3970485515463033,0.14243455050432124,2.336094410283939
1761860585183811328,2.472811460494995,-0.031770553439855576,-0.014436433091759682,-0.011787991970777512,0.13209277391433716,-0.38810116052627563,-0.9121014475822449,0.026171386241912842,0.024255335330963135,0.004752814769744873,0.37035628215513955,0.012657173822949674,0.20925840655712483,0.904923815647024,0.39857035995402157,0.14382253531353195,2.3355567484139907
1761860585193855488,2.4828555583953857,-0.07529905438423157,-0.01110168918967247,-0.0190602857619524,0.1329299807548523,-0.3890790343284607,-0.911562979221344,0.024754345417022705,0.017664849758148193,0.0054351091384887695,0.37040706398031087,0.012476006765833181,0.2099115195844386,0.9047541438736313,0.3996316428068283,0.14480574160632248,2.3350492660482307
1761860585203900416,2.4929003715515137,-0.1389414221048355,0.014350407756865025,-0.0011113784275949001,0.13284946978092194,-0.3894455134868622,-0.9114182591438293,0.02021142840385437,-0.017887860536575317,0.0003007054328918457,0.3703526614095102,0.012576224941950421,0.21007788762921736,0.9047364404142506,0.4000295041732329,0.14474192575371064,2.335121553660054
1761860585213944320,2.5029444694519043,-0.1505955457687378,0.04244742542505264,-0.002691698493435979,0.13354966044425964,-0.38795891404151917,-0.9119497537612915,0.016535773873329163,-0.055171579122543335,-0.005942702293395996,0.3703646360315083,0.011945950293390012,0.20948130217676672,0.9048783928877278,0.39841603190301633,0.14541050077377682,2.335194954137667
1761860585223989504,2.5129895210266113,-0.14991270005702972,0.03314952924847603,-0.026726461946964264,0.13466958701610565,-0.3857567012310028,-0.9127189517021179,0.009525969624519348,-0.06115797162055969,-0.00721818208694458,0.37048708754758497,0.010998170462269374,0.20861343627625484,0.9050408235293999,0.39602787734628125,0.1464907524375934,2.3350522005898475
