time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,timestamp,omega_mag,isSwing
1761597263507122432,6.738122463226318,-0.1593924909830093,0.0477749556303024,-0.6244379878044128,-0.5426433682441711,0.5966072678565979,-0.5912681221961975,0.1724041104316711,0.3372306227684021,-0.1128487586975097,0.2086375283267279,0.2175165372486452,-0.3962985020440762,0.8672395987012426,-0.6392669221994618,-0.7425421330802767,2.4131046343158866,0,0.6462284527784815,0
1761597263517167360,6.748167276382446,-0.0486350879073143,0.1662342250347137,-0.6772713661193848,-0.5458758473396301,0.5937032699584961,-0.5912157893180847,0.2631457448005676,0.3358316421508789,-0.1425488591194152,0.2120728900733485,0.2180932589443038,-0.3960144481756559,0.8663908450195622,-0.6356531859884078,-0.745545697404619,2.4055850183229097,10,0.6990677311347319,0
1761597263527213312,6.75821328163147,0.0600006096065044,0.2013991028070449,-0.7032753825187683,-0.5488636493682861,0.5898416042327881,-0.5923137068748474,0.2180073857307434,0.2251760363578796,-0.1736775040626526,0.215860911323608,0.2184663636360612,-0.3951146735433046,0.8657718380218036,-0.6308626921221793,-0.7473418266558993,2.398383494554861,20,0.7340013184058696,0
1761597263537259264,6.768259286880493,0.0729046911001205,0.135775625705719,-0.6824313402175903,-0.5519506931304932,0.5855655670166016,-0.5936863422393799,0.1293126940727234,0.1083583831787109,-0.1600215435028076,0.2195033234237261,0.2190160923417895,-0.3939400765883245,0.8652522958429222,-0.6255776042793068,-0.7489841678131675,2.3918347366897077,30,0.6996160723077766,0
1761597263547305472,6.778305292129517,-0.07926706969738,0.131252035498619,-0.6586624383926392,-0.5551058650016785,0.5818209648132324,-0.5944256782531738,0.0764529109001159,0.0634427070617675,-0.1797595024108886,0.2230373444467669,0.2196123301497844,-0.3931381281949582,0.8645618575536318,-0.620965831578638,-0.7512064148709827,2.3849398231952024,40,0.6762740368447374,0
1761597263557351424,6.78835129737854,-0.3088877499103546,0.1949961185455322,-0.6648644208908081,-0.5579966306686401,0.579273521900177,-0.5942071080207825,0.0692423582077026,-0.0099223256111145,-0.1574561595916748,0.2267916821402435,0.2198381777297204,-0.3931508942417741,0.8635214196025872,-0.6178371383493891,-0.7539813851979758,2.376545114804236,50,0.7586038666253783,0
1761597263567397376,6.7983973026275635,-0.4850898683071136,0.2445327341556549,-0.6549620032310486,-0.5605096220970154,0.5779837965965271,-0.5930966734886169,0.0495996475219726,-0.0701713562011718,-0.0848360061645507,0.2309124847313126,0.2195443517495208,-0.3940202426726362,0.862106558806051,-0.6162558444942667,-0.7571577220047084,2.3663350767275992,60,0.8509310571863511,0
1761597263577443328,6.808443307876587,-0.5124687552452087,0.2197991460561752,-0.6327584385871887,-0.5628376007080078,0.5773897171020508,-0.5914683938026428,0.01967054605484,-0.066296637058258,-0.0303882956504821,0.2350772984797873,0.2190396476497608,-0.3953320607706886,0.8605072945671659,-0.6155280595957126,-0.7605997955355688,2.3554532263038643,70,0.8433973744996451,0
1761597263587488512,6.818488359451294,-0.4317255318164825,0.168342188000679,-0.5804091691970825,-0.565218985080719,0.5767932534217834,-0.5897770524024963,0.0138427019119262,-0.0163227319717407,-0.0099696516990661,0.2390134363961185,0.2186610532477927,-0.3966091652995449,0.8589301352218646,-0.6147976893061757,-0.764138910012445,2.345036241647384,80,0.7426983443977293,0
1761597263597534464,6.828534364700317,-0.3235159814357757,0.1155918836593627,-0.5820646286010742,-0.5677142143249512,0.5757449269294739,-0.5884032249450684,0.0346636772155761,0.0347134470939636,0.0062041282653808,0.2426471303805958,0.2185326430591872,-0.3975448225465192,0.8575103174025319,-0.6135149491953453,-0.7675048467190182,2.3356647202124416,90,0.6758870509787707,0
1761597263607580416,6.838580369949341,-0.2110448330640792,0.0715522542595863,-0.5876935720443726,-0.5705754160881042,0.5739649534225464,-0.5873737335205078,0.0411412119865417,0.0841771364212036,0.0144672393798828,0.2460411402242439,0.2188090473790362,-0.3980398608996839,0.8562421330792257,-0.6113395973550448,-0.7708922171410307,2.3272845931191064,100,0.6285247658405734,0
1761597263617626368,6.848626375198364,-0.1310160458087921,0.0542390458285808,-0.5411518812179565,-0.5734585523605347,0.5717232823371887,-0.5867518782615662,0.0328091382980346,0.0896536707878112,0.0029659271240234,0.2491428229956968,0.2192906270589204,-0.3981653799575053,0.8551630459652857,-0.6086047225919266,-0.7739409786562026,2.3200240637092873,110,0.5594215198734311,0
1761597263627672320,6.858672380447388,-0.08022490888834,0.0125521859154105,-0.4897350370883941,-0.576198935508728,0.5693689584732056,-0.5863562822341919,0.0145382285118103,0.0607731938362121,-0.0240715146064758,0.2519092408280507,0.2198628429091222,-0.3980982004695861,0.8542363837438539,-0.6057380519846477,-0.7766612561260039,2.3137637577800643,120,0.49642119206311913,0
1761597263637718528,6.868718385696411,-0.0764272361993789,-0.0175564475357532,-0.4593598246574402,-0.5789134502410889,0.5670665502548218,-0.5859136581420898,-0.0184986591339111,0.0419879555702209,-0.0418329238891601,0.2543969762036074,0.2205459862347589,-0.3979983040315501,0.8533692643934997,-0.6029400722634849,-0.7793886110844649,2.308115024441533,130,0.46600514996345854,0
1761597263647764480,6.878764390945435,-0.1030022278428077,-0.0298782624304294,-0.4547822177410126,-0.5816323161125183,0.5649645924568176,-0.5852512121200562,-0.0314353704452514,0.024985909461975,-0.0525966882705688,0.2567528390952741,0.2212692061404218,-0.398012982953194,0.8524691962693812,-0.6003903760302934,-0.78229682152877,2.30255939418851,140,0.467256926197865,0
1761597263657810432,6.888810396194458,-0.1342312544584274,-0.0179955027997493,-0.4507656097412109,-0.5843377113342285,0.5630295276641846,-0.584420382976532,-0.0286231040954589,0.0094802379608154,-0.0466525554656982,0.2591418986556444,0.221948805485072,-0.3981564101169194,0.85150201261803,-0.5980469785285623,-0.7853274247609169,2.296757581054891,150,0.4706713319502947,0
1761597263667855616,6.898855447769165,-0.1567762345075607,-0.0564803108572959,-0.4483993351459503,-0.5870832204818726,0.5612456798553467,-0.5833837389945984,-0.0303941965103149,-0.0053222179412841,-0.0255181789398193,0.2614821172822472,0.2226546710992205,-0.3984131234079003,0.8504816391877406,-0.5958900946296628,-0.788558833499429,2.2908750127743587,160,0.4783625998970203,0
1761597263677901568,6.9089014530181885,-0.1429264694452285,-0.0831723809242248,-0.4435004293918609,-0.5900158882141113,0.559496283531189,-0.5821042060852051,-0.0339465737342834,-0.0144675374031066,-0.0101504921913146,0.2637300263145556,0.2235060343861365,-0.3987391976225123,0.849410830469558,-0.5937779306744023,-0.7921479502407305,2.285013545689222,170,0.4733267914321428,0
1761597263687947520,6.918947458267212,-0.1128052845597267,-0.1075208857655525,-0.4092482626438141,-0.592991054058075,0.5576909780502319,-0.5808117389678955,-0.0201528072357177,-0.0224127173423767,-0.0134875178337097,0.2659096451396421,0.2244218157354928,-0.399035064340393,0.8483500547003464,-0.5916014110772073,-0.7957737519692534,2.2793235361530537,180,0.4379154182914666,0
