time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,timestamp,omega_mag,isSwing
1761602706756056832,0.6680567264556885,0.0599427446722984,-0.5777494311332703,1.1771634817123413,0.0728993117809295,0.5769347548484802,-0.8135305643081665,-0.0549854934215545,0.0898895859718322,0.063362717628479,0.545219751097508,-0.2048320031079339,-0.2264477130399566,0.7807052602893901,-0.6149708939646783,0.0893698785724063,1.9507297362579237,0,1.3126695701854245,0
1761602706766100736,0.6781005859375,0.1095470488071441,-0.5155723094940186,1.1734461784362793,0.0753073915839195,0.5754414796829224,-0.8143684267997742,-0.0560965836048126,0.0831431150436401,0.0695716738700866,0.5400395408842107,-0.2038420743185919,-0.2264159782604859,0.7845646012849371,-0.613143860571123,0.0922111203505398,1.965099189625602,10,1.2863869153198269,0
1761602706776145664,0.688145637512207,0.3514304459095001,-0.5981036424636841,1.0237447023391724,0.0772419795393943,0.5727853775024414,-0.8160579800605774,-0.0768147408962249,0.1010274887084961,0.0636165738105773,0.5352831435448445,-0.2023593223558318,-0.2258798402931068,0.788353402558879,-0.609899825897228,0.094371401636858,1.9783480233209367,20,1.2366424467112542,0
1761602706786189824,0.6981897354125977,0.515562117099762,-0.6819719076156616,0.9594385027885436,0.0774966776371002,0.5682665109634399,-0.8191870450973511,-0.0902988091111183,0.077943205833435,-0.0247613191604614,0.5311370746285383,-0.1996582313532864,-0.2248178323332276,0.7921407616140242,-0.604397621733475,0.0943212190759222,1.9897015914486895,30,1.2850728461836143,0
1761602706796234752,0.7082347869873047,0.2317156642675399,-0.5745468139648438,1.0275436639785769,0.0779000371694564,0.5642143487930298,-0.8219451308250427,-0.0518532916903495,-0.0424858331680297,-0.083831787109375,0.5268586140671181,-0.1971841086173278,-0.2239326967882116,0.7958597233151903,-0.5994813299241326,0.0944929806441286,2.0012868756775446,40,1.1998508956893847,0
1761602706806278656,0.7182786464691162,-0.1862136721611023,-0.4635816812515259,1.00964093208313,0.0794706046581268,0.5632873177528381,-0.8224304914474487,-0.0350828096270561,-0.0843444466590881,-0.0330687761306762,0.5221796169927722,-0.1962440938296832,-0.2242164630180577,0.7990893783597407,-0.5983589777393454,0.0963298963828858,2.0137062356994657,50,1.1264805007763807,0
1761602706816323840,0.7283236980438232,-0.3640671372413635,-0.4470955729484558,0.8966571092605591,0.0811697244644165,0.5649101138114929,-0.8211504220962524,-0.0571676641702652,-0.0819694399833679,0.0072008371353149,0.5175591048965291,-0.1962755791401509,-0.2256117707767393,0.8016906147542261,-0.6003243054375886,0.0985287094317607,2.0255810815095714,60,1.0660362579934755,0
1761602706826367744,0.7383677959442139,-0.4391786754131317,-0.4994693100452423,0.8388441801071167,0.0821725651621818,0.5675212740898132,-0.8192480206489563,-0.0741769596934318,-0.110184907913208,-0.0140802264213562,0.5131641588485083,-0.1963952764021589,-0.2276068927823967,0.8039194457888768,-0.6034921833647272,0.0999680784730892,2.0364790755691877,70,1.0705171923487657,0
1761602706836412672,0.7484126091003418,-0.4917293488979339,-0.5401843786239624,0.8501001000404358,0.0827396139502525,0.5705927610397339,-0.8170545101165771,-0.0632388815283775,-0.1284388303756714,-0.0076982975006103,0.5087254919512618,-0.1964541119445981,-0.2299533289008886,0.8060555535869455,-0.6072274488634702,0.1009216868882811,2.0472456852978382,80,1.1208332148744082,0
1761602706846456832,0.7584567070007324,-0.4886922836303711,-0.4947468042373657,0.8469905853271484,0.0834050253033638,0.5740971565246582,-0.8145281672477722,-0.0518803671002388,-0.1058812141418457,0.0265032052993774,0.504171142957192,-0.1966601476462285,-0.2325096056115038,0.8081309248193198,-0.6115010513837102,0.1020410957684639,2.0582499089831687,90,1.0958957979734107,0
