t_rel_ms,time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,timestamp,omega_mag,label,session_id
0,1761602710593084160,4.505084037780762,-0.00558293890208,0.0110077559947967,-0.0139924436807632,-0.2121005803346634,0.6170445680618286,-0.7578056454658508,-0.0002865195274353,0.0038965940475463,0.0094078183174133,0.4826985329902363,-0.0724682262965071,-0.340360905328041,0.8036821615187711,-0.6649815185055513,-0.2729046936153322,1.9651037117847792,3820,0.018658198706859964,forehand,forehands_watch-right
10,1761602710603129088,4.515129089355469,-0.0057291463017463,-0.0011229421943426,-0.0167586673051118,-0.2121819406747818,0.617082953453064,-0.7577516436576843,0.0033959150314331,0.005017876625061,0.0076600313186645,0.4827591988607182,-0.0724715041407182,-0.3403998731586883,0.8036289736864662,-0.6650302948583359,-0.2730227602181504,1.9648855302816857,3830,0.017746465742847824,forehand,forehands_watch-right
20,1761602710613172992,4.52517294883728,-0.0173997171223163,-0.0024810875765979,-0.0234111566096544,-0.212342232465744,0.6171649694442749,-0.7576398849487305,0.0070657581090927,0.003257393836975,0.0086164474487304,0.4828211262639657,-0.0724558107182599,-0.3404852670978963,0.8035568707724705,-0.6651344699598013,-0.2732572244216959,1.964594446444638,3840,0.02927436088629674,forehand,forehands_watch-right
30,1761602710623218176,4.535218000411987,-0.0259806886315345,-0.0015910589136183,-0.0278628971427679,-0.2125282138586044,0.6173191666603088,-0.7574620842933655,0.0081825405359268,0.0010279417037963,0.0100255608558654,0.4829095551867635,-0.0724646505514877,-0.3406139223633302,0.8034484389940838,-0.6653305225673595,-0.273545855914664,1.964182171050445,3850,0.038129630045724464,forehand,forehands_watch-right
40,1761602710633262080,4.545262098312378,-0.0393929667770862,0.0016641891561448,-0.0286276675760746,-0.2127336114645004,0.6175520420074463,-0.7572145462036133,0.0052445977926254,-0.0013563632965087,0.0084047317504882,0.483011769292797,-0.0724976296738682,-0.3407885290890388,0.8033099242247722,-0.6656265212983845,-0.2738823011714493,1.963679151145811,3860,0.0487249290188737,forehand,forehands_watch-right
50,1761602710643307008,4.555306911468506,-0.0404957793653011,0.0164593793451786,-0.0232896264642477,-0.2128738760948181,0.6178352236747742,-0.7569441199302673,0.0031723380088806,-0.0049507021903991,0.0091566443443298,0.4831190595601374,-0.0725782229219063,-0.3409696977814892,0.8031613620095678,-0.665986619035176,-0.2741470464539769,1.9631713472216052,3870,0.049530051642167956,forehand,forehands_watch-right
60,1761602710653351936,4.565351963043213,-0.0380859225988388,0.016600027680397,-0.023849157616496,-0.2129238247871399,0.6181043982505798,-0.7567102909088135,0.0012081116437911,-0.0073408484458923,0.0087091922760009,0.4832321703770785,-0.0726959397325209,-0.3411160385625241,0.8030205174954799,-0.6663289862661738,-0.2742887523150725,1.962706963631436,3880,0.04790491350802291,forehand,forehands_watch-right
70,1761602710663396096,4.5753960609436035,-0.031832817941904,0.0179308094084262,-0.0183406751602888,-0.212942898273468,0.6183626055717468,-0.7564939260482788,0.002524197101593,-0.0067293047904968,0.0069974660873413,0.4833303433395036,-0.0728171190909192,-0.3412487570086237,0.8028939915847898,-0.6666575006886676,-0.2743867007401846,1.9623029355232795,3890,0.04088058939764623,forehand,forehands_watch-right
80,1761602710673441280,4.5854411125183105,-0.0282322578132152,0.0162969939410686,-0.0214527547359466,-0.21293905377388,0.6185838580131531,-0.7563140392303467,0.003374844789505,-0.003593623638153,0.0083281993865966,0.4834236923606149,-0.0729337146205024,-0.3413555913066646,0.8027817764006995,-0.6669390811386724,-0.2744439942357353,1.9619450883505063,3900,0.03902400643844448,forehand,forehands_watch-right
90,1761602710683484928,4.595484972000122,-0.021969836205244,0.0094153862446546,-0.0275532603263854,-0.2129668295383453,0.6187465190887451,-0.7561732530593872,0.0043181329965591,-0.0012385845184326,0.0057460069656372,0.4835365564681852,-0.0730249469471692,-0.3414392245666802,0.80266998059426,-0.6671460767615205,-0.2745266217497207,1.9615546849408645,3910,0.03647609293269833,forehand,forehands_watch-right
