t_rel_ms,time,seconds_elapsed,rotationRateX,rotationRateY,rotationRateZ,gravityX,gravityY,gravityZ,accelerationX,accelerationY,accelerationZ,quaternionW,quaternionX,quaternionY,quaternionZ,pitch,roll,yaw,timestamp,omega_mag,label,session_id
0,1761597272879917312,16.110917329788208,-0.1009222641587257,-0.0101211024448275,0.0184080861508846,-0.1724893003702163,0.6593931317329407,-0.7317432165145874,0.0036965906620025,0.0034791827201843,0.0062335729598999,-0.0314460542762038,0.1046048722154882,-0.3509789465426032,0.9299906861137256,-0.7200112418163483,-0.2314977958734519,3.121720133615492,9330,0.10308539059129908,serve,serves_watch-right
10,1761597272889963264,16.12096333503723,-0.1162590384483337,-0.0023929751478135,0.0120797045528888,-0.1726896613836288,0.6601806879043579,-0.7309854030609131,0.0112669616937637,0.0042632222175598,0.0031564831733703,-0.0312508147777228,0.1046784894614178,-0.351496395115273,0.9297935199231953,-0.7210593364816144,-0.2319889104480033,3.1209887756982515,9340,0.11690940771843072,serve,serves_watch-right
20,1761597272900008448,16.13100838661194,-0.1393153667449951,0.0076990742236375,0.0201011467725038,-0.1727675646543502,0.6611881852149963,-0.7300558686256409,0.0097121447324752,0.0005244612693786,0.0093374848365783,-0.0310605059191929,0.1046977332300275,-0.352151190517706,0.9295499554223946,-0.722401427658109,-0.232374827339453,3.120271586135917,9350,0.14096844773481512,serve,serves_watch-right
30,1761597272910054400,16.141054391860962,-0.1533304154872894,0.0097357602789998,0.0265482179820537,-0.172706127166748,0.6623480916023254,-0.7290182709693909,0.0070719569921493,-0.0059760212898254,0.0093680024147033,-0.0308870030507544,0.1046545950983703,-0.3528998248832889,0.9292767156503756,-0.7239486134159511,-0.2326139627938964,3.1196206382622313,9360,0.15591603259362902,serve,serves_watch-right
40,1761597272920100352,16.151100397109985,-0.1450778096914291,0.0151963047683238,0.0239127520471811,-0.1726380139589309,0.6633629202842712,-0.7281110882759094,0.0033722668886184,-0.0003990530967712,0.0037763714790344,-0.0306938032551605,0.1045931464387801,-0.3535600812029621,0.9290390113105628,-0.7253039781299161,-0.232804870902781,3.1189681278982992,9370,0.14781853149704968,serve,serves_watch-right
50,1761597272930146560,16.16114640235901,-0.1423196643590927,0.0210332553833723,0.0278924889862537,-0.1725168377161026,0.6643189787864685,-0.7272676825523376,0.0077829360961914,-0.0070924162864685,-0.0031247735023498,-0.0303059842547674,0.1044254664593944,-0.3542054169173148,0.9288247778232028,-0.7265823077077909,-0.2329074348998589,3.1179390354705014,9380,0.146544449356348,serve,serves_watch-right
60,1761597272940192512,16.171192407608032,-0.1497381627559662,0.0194191150367259,0.0257550366222858,-0.1723981201648712,0.6653048992156982,-0.72639399766922,0.0123639702796936,-0.009390652179718,-0.0063787698745727,-0.0298469364851608,0.1042328571165778,-0.3548781697125169,0.9286043392313176,-0.7279021164149082,-0.2330228181256022,3.116745935786703,9390,0.1531729131594653,serve,serves_watch-right
70,1761597272950238464,16.181238412857056,-0.1457718312740326,0.0275136921554803,0.0240768026560544,-0.1721210479736328,0.6664010286331177,-0.7254543304443359,0.011476531624794,-0.0040169954299926,-0.005868911743164,-0.0294489568461033,0.1039817889092514,-0.3556130359224589,0.928364091320734,-0.7293713593453753,-0.2329522923008456,3.1157367395744,9400,0.15028680073496192,serve,serves_watch-right
80,1761597272960284416,16.19128441810608,-0.1348645836114883,0.0337859690189361,0.0229502860456705,-0.1716747134923935,0.6674294471740723,-0.7246142029762268,0.0117931365966796,-0.0016121864318847,-0.0070752501487731,-0.0290594212957503,0.1036376871866384,-0.3563034278613429,0.9281501186631352,-0.7307514931795926,-0.2326295553124405,3.1148530139460413,9410,0.1409136730229779,serve,serves_watch-right
90,1761597272970330368,16.201330423355103,-0.1187177300453186,0.0397462919354438,0.0236428845673799,-0.1710000187158584,0.6683382987976074,-0.7239357233047485,0.0100350528955459,0.0010342597961425,-0.0127586126327514,-0.0287268310686459,0.103184499985108,-0.3569104743773357,0.9279777396422176,-0.7319726138505291,-0.231957229628242,3.114245922097788,9420,0.12740742969072533,serve,serves_watch-right
100,1761597272980376576,16.211376428604126,-0.1090493947267532,0.037967562675476,0.0280080698430538,-0.1703701913356781,0.6691674590110779,-0.7233180403709412,0.0068417340517044,0.0008307099342346,-0.016824722290039,-0.0284072610880026,0.1027565771053538,-0.3574661563281262,0.9278212118402744,-0.7330878387680749,-0.2313234516156291,3.1136655361514283,9430,0.11881817319804579,serve,serves_watch-right
110,1761597272990422528,16.22142243385315,-0.1290725022554397,0.0487468428909778,0.0300471670925617,-0.1697793453931808,0.6699481010437012,-0.7227340340614319,0.0046945214271545,-0.0035662651062011,-0.0183548331260681,-0.0280404372273545,0.1023290232286643,-0.3579968705640001,0.9276748624364136,-0.7341388727559676,-0.2307291577785575,3.112976272480815,9440,0.1412048079231245,serve,serves_watch-right
120,1761597273000467456,16.231467485427856,-0.1537019461393356,0.052386850118637,0.0232867319136858,-0.1692200899124145,0.6709157228469849,-0.7219672799110413,0.0043488591909408,-0.0089284181594848,-0.0190300345420837,-0.0276143135136076,0.1019039640428319,-0.3586529696668697,0.9274811334335566,-0.7354430280563299,-0.2302314312965368,3.1120916703980206,9450,0.16404554914898373,serve,serves_watch-right
130,1761597273010513408,16.2415132522583,-0.1675159037113189,0.0757903084158897,0.0083510130643844,-0.1685683578252792,0.6718359589576721,-0.7212635278701782,-0.0005752891302108,-0.0091010332107543,-0.0191386342048645,-0.0271497288196321,0.1014106575336144,-0.3592827667524632,0.9273049897566435,-0.7366846766530741,-0.2295915605813146,3.11118692316773,9460,0.1840529496237348,serve,serves_watch-right
140,1761597273020559360,16.251559257507324,-0.1813821792602539,0.0865042060613632,0.001836122944951,-0.167746365070343,0.6727814078330994,-0.7205736637115479,-0.0013362914323806,-0.0189422965049743,-0.0151898860931396,-0.0266183172522793,0.1007987824622696,-0.3599343921299346,0.9271345387479988,-0.737961848285141,-0.2287218885267115,3.1102235360800163,9470,0.20096229488880407,serve,serves_watch-right
150,1761597273030605312,16.261605262756348,-0.1925752758979797,0.0938455760478973,-0.0081606730818748,-0.1669292002916336,0.6738929152488708,-0.7197242379188538,-0.0051289200782775,-0.0187110304832458,-0.0209830999374389,-0.0260525254988769,0.1001828395121634,-0.3606955324962481,0.9269215303149136,-0.7394652807295827,-0.2279053324898108,3.1091387153394514,9480,0.21438009612856768,serve,serves_watch-right
160,1761597273040651264,16.27165126800537,-0.1994576901197433,0.1057355254888534,-0.0261668376624584,-0.1661374568939209,0.6750478744506836,-0.718824565410614,-0.0030367374420166,-0.007155418395996,-0.0284898877143859,-0.0253973632066289,0.0995468140558728,-0.3614943336976142,0.926696995865582,-0.741029597264281,-0.2271354609975308,3.107836212367674,9490,0.2272621281506467,serve,serves_watch-right
170,1761597273050697216,16.281697273254395,-0.1796303540468216,0.1261054128408432,-0.0313655957579612,-0.1653643697500229,0.67610102891922,-0.7180125713348389,-0.0014599859714508,0.0002142786979675,-0.0301868915557861,-0.0248946406066191,0.0989748108544876,-0.3622122272915913,0.9264915830705848,-0.7424580215224807,-0.2263613315228983,3.106881414838089,9500,0.22170575057945116,serve,serves_watch-right
180,1761597273060743424,16.291743278503418,-0.1529691815376281,0.1283520460128784,-0.0319368429481983,-0.1645873785018921,0.6769213080406189,-0.7174180150032043,0.0011046975851058,0.0065961480140686,-0.0389602184295654,-0.0244235259210794,0.0984019393176463,-0.3627782525787703,0.9263436695888044,-0.7435718724002572,-0.225513939631918,3.106062034553289,9510,0.20222210599606008,serve,serves_watch-right
190,1761597273070789376,16.30178928375244,-0.122997298836708,0.1386807262897491,-0.0221460871398448,-0.1637853682041168,0.6774757504463196,-0.7170780897140503,-0.0005060136318206,0.0180961489677429,-0.0501796007156372,-0.0240054559528692,0.0978239754368385,-0.3631685957994934,0.9262627899142302,-0.7443253535704617,-0.2245545112022064,3.1054449567393716,9520,0.18668456963815824,serve,serves_watch-right
200,1761597273080835328,16.311835289001465,-0.1102285087108612,0.144255518913269,-0.0030906361062079,-0.1628587990999221,0.6779413819313049,-0.7168490290641785,-0.0016767233610153,0.0316991209983825,-0.0589231252670288,-0.0236588227594028,0.097201748396977,-0.3634932146845261,0.926209867782206,-0.7449585799545474,-0.223395107950551,3.1050756251295284,9530,0.18157513844438591,serve,serves_watch-right
210,1761597273090881280,16.32188129425049,-0.1325494647026062,0.1671506613492965,0.0226664822548627,-0.1617179661989212,0.6785911321640015,-0.7164924144744873,-0.0089363455772399,0.035871148109436,-0.0659019947052002,-0.0231234715164,0.0963958675184314,-0.3639527765099035,0.9261271793926392,-0.7458428397477733,-0.2219880784362631,3.104366997803239,9540,0.21452849134850283,serve,serves_watch-right
220,1761597273100926464,16.331926345825195,-0.1401567906141281,0.1911683678627014,0.0403408147394657,-0.1602841913700103,0.6794292330741882,-0.7160201668739319,-0.0149782449007034,0.0353382229804992,-0.0683731436729431,-0.0225554190621573,0.0954243878708996,-0.3645327252045996,0.9260136379305884,-0.7469844559848721,-0.2202236831928222,3.103699130842047,9550,0.24045093503745324,serve,serves_watch-right
230,1761597273110972416,16.34197235107422,-0.1497663408517837,0.2115602642297744,0.0522281005978584,-0.1585928052663803,0.680371105670929,-0.7155022621154785,-0.0181650221347808,0.022845447063446,-0.0685706138610839,-0.0221245938789904,0.0943697399277314,-0.3651619076058696,0.9258842896238806,-0.7482689251942469,-0.218125882352873,3.103444414289576,9560,0.2644153489212845,serve,serves_watch-right
240,1761597273121018368,16.352018356323242,-0.1502731293439865,0.2218986600637436,0.0461691431701183,-0.1567090898752212,0.6814003586769104,-0.7149375677108765,-0.0118547230958938,0.0218466520309448,-0.0680518746376037,-0.0216966076465307,0.093214037622292,-0.3658447012735155,0.925741848957686,-0.7496742239946302,-0.2157801325288263,3.1032824242692403,9570,0.27194230734106495,serve,serves_watch-right
250,1761597273131064320,16.362064361572266,-0.1333833187818527,0.2348839193582534,0.045807309448719,-0.154783695936203,0.6823896765708923,-0.7144133448600769,-0.0074172317981719,0.0324693322181701,-0.0707582235336303,-0.0211436360158107,0.091983660221094,-0.3665137686877049,0.9256131281417584,-0.7510267333184099,-0.2133608144573047,3.1028889596919367,9580,0.27397057305719263,serve,serves_watch-right
260,1761597273141110528,16.37211036682129,-0.156836450099945,0.2566158473491668,0.0418341383337974,-0.1527325958013534,0.6834057569503784,-0.7138832211494446,-0.0018846839666366,0.0287676453590393,-0.0744467973709106,-0.0205247451774847,0.0906586180792969,-0.3672048495661519,0.9254838043542216,-0.7524177028481608,-0.21076868842028,3.1024204168988967,9590,0.30364364034310803,serve,serves_watch-right
270,1761597273151156480,16.382156372070312,-0.1656595468521118,0.2841069102287292,0.0308958273380994,-0.1505598574876785,0.6845525503158569,-0.7132458090782166,-0.0006242394447326,0.025866150856018,-0.0646929740905761,-0.0199235302415414,0.0892781729755218,-0.3679762162579332,0.925324853005075,-0.7539897039664946,-0.2080369907111636,3.102028910249002,9600,0.3303246494736169,serve,serves_watch-right
